year,month,day_num,direction,model,rmse,mae,bias_emp_minus_fit,sigma,range_lat,range_lon,range_time,nugget
2023,7,1,lat,Corridor_4x4_lag643,1.1113,0.9191,-0.0105,10.5390,0.1928,0.2567,1.7627,2.0065
2023,7,1,lat,Debiased_Whittle,4.2139,3.6755,3.6755,5.8904,0.1346,0.1765,1.5206,2.0125
2023,7,1,lat,Vecchia_mm20,0.9908,0.7053,0.2527,9.3117,0.2705,0.4009,2.6712,3.1739
2023,7,1,lon,Corridor_4x4_lag643,1.5709,1.4166,-1.4166,10.5390,0.1928,0.2567,1.7627,2.0065
2023,7,1,lon,Debiased_Whittle,2.3306,2.0194,2.0194,5.8904,0.1346,0.1765,1.5206,2.0125
2023,7,1,lon,Vecchia_mm20,0.9914,0.8810,-0.8810,9.3117,0.2705,0.4009,2.6712,3.1739
2023,7,2,lat,Corridor_4x4_lag643,0.8498,0.7165,0.2978,10.2500,0.1464,0.1721,1.1986,1.9485
2023,7,2,lat,Debiased_Whittle,2.6878,2.4005,2.4005,8.2765,0.1281,0.1398,0.9891,1.4579
2023,7,2,lat,Vecchia_mm20,0.7724,0.6682,-0.6140,10.7740,0.2245,0.2937,2.1070,2.9197
2023,7,2,lon,Corridor_4x4_lag643,0.8799,0.7548,-0.3527,10.2500,0.1464,0.1721,1.1986,1.9485
2023,7,2,lon,Debiased_Whittle,1.9994,1.6343,1.6343,8.2765,0.1281,0.1398,0.9891,1.4579
2023,7,2,lon,Vecchia_mm20,1.2139,0.9792,-0.9688,10.7740,0.2245,0.2937,2.1070,2.9197
2023,7,3,lat,Corridor_4x4_lag643,0.5184,0.4415,-0.4415,8.0858,0.1900,0.2287,1.5718,2.8134
2023,7,3,lat,Debiased_Whittle,0.7459,0.6833,0.0275,6.6233,0.1299,0.1638,1.1947,3.3147
2023,7,3,lat,Vecchia_mm20,2.6679,2.3256,-2.3256,10.4627,0.4461,0.6306,3.7250,3.9979
2023,7,3,lon,Corridor_4x4_lag643,0.8449,0.6731,-0.6203,8.0858,0.1900,0.2287,1.5718,2.8134
2023,7,3,lon,Debiased_Whittle,0.9030,0.8171,-0.2040,6.6233,0.1299,0.1638,1.1947,3.3147
2023,7,3,lon,Vecchia_mm20,2.0349,1.7205,-1.7194,10.4627,0.4461,0.6306,3.7250,3.9979
2023,7,4,lat,Corridor_4x4_lag643,1.2206,0.9507,0.6493,9.1719,0.1811,0.1971,1.0936,1.2019
2023,7,4,lat,Debiased_Whittle,1.3722,1.1338,0.6514,9.3581,0.1488,0.1601,1.1396,0.8448
2023,7,4,lat,Vecchia_mm20,1.0606,0.8257,0.8257,9.3787,0.2616,0.2901,1.4063,1.2726
2023,7,4,lon,Corridor_4x4_lag643,0.5530,0.4964,0.1473,9.1719,0.1811,0.1971,1.0936,1.2019
2023,7,4,lon,Debiased_Whittle,0.7501,0.6903,0.1094,9.3581,0.1488,0.1601,1.1396,0.8448
2023,7,4,lon,Vecchia_mm20,0.4645,0.4259,0.4259,9.3787,0.2616,0.2901,1.4063,1.2726
2023,7,5,lat,Corridor_4x4_lag643,5.4335,3.8445,3.4353,11.3445,0.1786,0.2361,1.1860,1.3691
2023,7,5,lat,Debiased_Whittle,6.8642,5.2173,5.2173,9.8296,0.1730,0.2312,1.2132,0.8417
2023,7,5,lat,Vecchia_mm20,3.5300,2.2807,1.9241,13.7447,0.3640,0.5229,2.1224,2.1564
2023,7,5,lon,Corridor_4x4_lag643,1.0724,0.9098,-0.3926,11.3445,0.1786,0.2361,1.1860,1.3691
2023,7,5,lon,Debiased_Whittle,1.7696,1.3601,1.3429,9.8296,0.1730,0.2312,1.2132,0.8417
2023,7,5,lon,Vecchia_mm20,1.4951,1.3270,-1.1390,13.7447,0.3640,0.5229,2.1224,2.1564
2023,7,6,lat,Corridor_4x4_lag643,2.9866,2.1281,1.5017,14.2328,0.2071,0.2504,1.1736,1.3131
2023,7,6,lat,Debiased_Whittle,4.4739,3.2999,3.1226,12.0909,0.1626,0.1864,1.0010,1.1493
2023,7,6,lat,Vecchia_mm20,2.3279,1.5572,1.3396,14.6616,0.3245,0.4480,1.6777,2.0066
2023,7,6,lon,Corridor_4x4_lag643,1.7214,1.3861,-1.2567,14.2328,0.2071,0.2504,1.1736,1.3131
2023,7,6,lon,Debiased_Whittle,1.5881,1.3574,0.1528,12.0909,0.1626,0.1864,1.0010,1.1493
2023,7,6,lon,Vecchia_mm20,1.1818,1.0416,-0.7842,14.6616,0.3245,0.4480,1.6777,2.0066
2023,7,7,lat,Corridor_4x4_lag643,3.0974,2.3182,1.9925,12.8291,0.1891,0.2675,1.2266,0.9921
2023,7,7,lat,Debiased_Whittle,3.9996,3.1390,2.7861,11.5421,0.1519,0.2043,0.9545,1.0111
2023,7,7,lat,Vecchia_mm20,1.3294,1.0606,0.0342,15.6999,0.3024,0.4928,1.9356,1.4773
2023,7,7,lon,Corridor_4x4_lag643,1.8015,1.4620,0.4574,12.8291,0.1891,0.2675,1.2266,0.9921
2023,7,7,lon,Debiased_Whittle,2.5062,2.0413,1.0234,11.5421,0.1519,0.2043,0.9545,1.0111
2023,7,7,lon,Vecchia_mm20,0.9465,0.7539,-0.5332,15.6999,0.3024,0.4928,1.9356,1.4773
2023,7,8,lat,Corridor_4x4_lag643,5.3183,3.8089,3.4749,10.9730,0.1786,0.1966,1.0412,1.7839
2023,7,8,lat,Debiased_Whittle,7.1943,5.4945,5.4945,8.9775,0.1282,0.1313,0.7668,1.1553
2023,7,8,lat,Vecchia_mm20,4.4665,3.1389,3.1326,11.4426,0.3438,0.4299,1.9807,2.7186
2023,7,8,lon,Corridor_4x4_lag643,1.4561,1.2189,-1.2189,10.9730,0.1786,0.1966,1.0412,1.7839
2023,7,8,lon,Debiased_Whittle,1.2505,0.9638,0.6657,8.9775,0.1282,0.1313,0.7668,1.1553
2023,7,8,lon,Vecchia_mm20,1.5356,1.3967,-1.0846,11.4426,0.3438,0.4299,1.9807,2.7186
2023,7,9,lat,Corridor_4x4_lag643,4.4960,3.1149,2.9416,12.3450,0.1775,0.2272,1.0577,0.4831
2023,7,9,lat,Debiased_Whittle,5.3528,3.9037,3.8358,11.5852,0.1465,0.1821,0.8011,0.0000
2023,7,9,lat,Vecchia_mm20,3.2406,2.0724,1.7990,13.9093,0.2631,0.3751,1.5679,0.9620
2023,7,9,lon,Corridor_4x4_lag643,0.8591,0.7452,-0.2501,12.3450,0.1775,0.2272,1.0577,0.4831
2023,7,9,lon,Debiased_Whittle,1.2947,1.0622,0.5203,11.5852,0.1465,0.1821,0.8011,0.0000
2023,7,9,lon,Vecchia_mm20,1.1217,0.9896,-0.8796,13.9093,0.2631,0.3751,1.5679,0.9620
2023,7,10,lat,Corridor_4x4_lag643,6.2296,4.2354,3.8830,11.7093,0.2544,0.2876,1.2348,0.8732
2023,7,10,lat,Debiased_Whittle,8.2167,6.0125,5.7448,8.7519,0.1519,0.1874,0.9627,0.8743
2023,7,10,lat,Vecchia_mm20,4.0561,2.6835,1.9804,14.9642,0.4569,0.6054,2.4102,1.5440
2023,7,10,lon,Corridor_4x4_lag643,1.4523,1.1656,-1.1081,11.7093,0.2544,0.2876,1.2348,0.8732
2023,7,10,lon,Debiased_Whittle,1.6679,1.3486,0.6856,8.7519,0.1519,0.1874,0.9627,0.8743
2023,7,10,lon,Vecchia_mm20,2.5035,2.1174,-2.0907,14.9642,0.4569,0.6054,2.4102,1.5440
2023,7,11,lat,Corridor_4x4_lag643,1.6036,1.2405,0.9199,9.4313,0.1918,0.2386,0.9859,0.4785
2023,7,11,lat,Debiased_Whittle,2.6355,2.0377,2.0218,7.9193,0.1670,0.2069,0.9962,0.5295
2023,7,11,lat,Vecchia_mm20,0.6883,0.5461,0.0505,10.7258,0.3083,0.4198,1.4888,0.9203
2023,7,11,lon,Corridor_4x4_lag643,1.1042,0.9451,0.0883,9.4313,0.1918,0.2386,0.9859,0.4785
2023,7,11,lon,Debiased_Whittle,1.8160,1.3611,1.1142,7.9193,0.1670,0.2069,0.9962,0.5295
2023,7,11,lon,Vecchia_mm20,0.6722,0.5229,-0.3710,10.7258,0.3083,0.4198,1.4888,0.9203
2023,7,12,lat,Corridor_4x4_lag643,6.5687,4.5035,4.2078,11.8188,0.2401,0.2902,0.8930,0.7256
2023,7,12,lat,Debiased_Whittle,9.9736,8.0060,8.0060,7.2868,0.2163,0.2306,0.8912,0.5297
2023,7,12,lat,Vecchia_mm20,4.7582,3.1055,2.6254,14.1622,0.3968,0.5186,1.5391,1.4631
2023,7,12,lon,Corridor_4x4_lag643,1.0190,0.9267,-0.9267,11.8188,0.2401,0.2902,0.8930,0.7256
2023,7,12,lon,Debiased_Whittle,2.8675,2.5764,2.5764,7.2868,0.2163,0.2306,0.8912,0.5297
2023,7,12,lon,Vecchia_mm20,2.2836,1.9128,-1.9128,14.1622,0.3968,0.5186,1.5391,1.4631
2023,7,13,lat,Corridor_4x4_lag643,4.4482,3.0475,2.2287,13.8531,0.2476,0.2511,1.2872,1.3154
2023,7,13,lat,Debiased_Whittle,6.8722,5.1049,5.1049,10.7673,0.1939,0.1812,1.0689,0.6207
2023,7,13,lat,Vecchia_mm20,3.6623,2.3251,2.0218,14.6932,0.4045,0.4118,1.9544,1.9375
2023,7,13,lon,Corridor_4x4_lag643,1.0367,0.8699,-0.5476,13.8531,0.2476,0.2511,1.2872,1.3154
2023,7,13,lon,Debiased_Whittle,2.7290,2.1652,2.1652,10.7673,0.1939,0.1812,1.0689,0.6207
2023,7,13,lon,Vecchia_mm20,0.9022,0.8068,-0.5927,14.6932,0.4045,0.4118,1.9544,1.9375
2023,7,14,lat,Corridor_4x4_lag643,1.1151,0.9549,-0.1589,12.4523,0.2283,0.2527,1.2814,0.6172
2023,7,14,lat,Debiased_Whittle,2.6744,2.0818,1.9825,9.6776,0.1777,0.2273,1.2741,0.4717
2023,7,14,lat,Vecchia_mm20,1.4783,1.3074,-1.1728,14.8812,0.4615,0.5040,2.2752,1.2618
2023,7,14,lon,Corridor_4x4_lag643,1.1794,0.9690,-0.9690,12.4523,0.2283,0.2527,1.2814,0.6172
2023,7,14,lon,Debiased_Whittle,1.6077,1.2743,1.2676,9.6776,0.1777,0.2273,1.2741,0.4717
2023,7,14,lon,Vecchia_mm20,2.1175,1.8333,-1.6779,14.8812,0.4615,0.5040,2.2752,1.2618
2023,7,15,lat,Corridor_4x4_lag643,4.0935,2.8892,2.7281,9.0782,0.1941,0.2233,1.1100,0.4019
2023,7,15,lat,Debiased_Whittle,5.9529,4.9159,4.9159,6.6824,0.2186,0.2614,1.2119,0.3249
2023,7,15,lat,Vecchia_mm20,3.1746,2.1295,1.9833,10.1821,0.2889,0.3567,1.5424,0.7368
2023,7,15,lon,Corridor_4x4_lag643,0.9479,0.7654,0.2355,9.0782,0.1941,0.2233,1.1100,0.4019
2023,7,15,lon,Debiased_Whittle,2.7107,2.4405,2.4405,6.6824,0.2186,0.2614,1.2119,0.3249
2023,7,15,lon,Vecchia_mm20,0.5576,0.4677,-0.2493,10.1821,0.2889,0.3567,1.5424,0.7368
2023,7,16,lat,Corridor_4x4_lag643,4.1579,3.0224,2.8162,9.6882,0.1732,0.2094,1.0561,0.9350
2023,7,16,lat,Debiased_Whittle,4.7155,3.5432,3.3045,8.8828,0.1427,0.1791,1.0094,0.9544
2023,7,16,lat,Vecchia_mm20,3.5541,2.4899,2.4878,9.9870,0.2731,0.3679,1.4149,1.5664
2023,7,16,lon,Corridor_4x4_lag643,0.9307,0.7443,-0.6223,9.6882,0.1732,0.2094,1.0561,0.9350
2023,7,16,lon,Debiased_Whittle,0.8467,0.7479,-0.1482,8.8828,0.1427,0.1791,1.0094,0.9544
2023,7,16,lon,Vecchia_mm20,0.8567,0.7635,-0.6122,9.9870,0.2731,0.3679,1.4149,1.5664
2023,7,17,lat,Corridor_4x4_lag643,19.2520,13.1209,13.0038,9.2698,0.2300,0.2321,1.2960,0.8156
2023,7,17,lat,Debiased_Whittle,18.6377,12.7279,12.1215,10.4421,0.2000,0.1993,1.1967,0.5580
2023,7,17,lat,Vecchia_mm20,17.3334,11.4665,11.4284,11.8692,0.4339,0.4724,2.3122,1.4055
2023,7,17,lon,Corridor_4x4_lag643,1.2480,1.0457,-0.7459,9.2698,0.2300,0.2321,1.2960,0.8156
2023,7,17,lon,Debiased_Whittle,2.0002,1.6833,-1.6643,10.4421,0.2000,0.1993,1.1967,0.5580
2023,7,17,lon,Vecchia_mm20,2.2722,1.9764,-1.9764,11.8692,0.4339,0.4724,2.3122,1.4055
2023,7,18,lat,Corridor_4x4_lag643,2.6483,1.8943,1.2796,8.4373,0.2105,0.2594,0.7546,1.0091
2023,7,18,lat,Debiased_Whittle,3.3398,2.3893,2.0406,7.2366,0.1687,0.2134,0.5422,1.0645
2023,7,18,lat,Vecchia_mm20,1.6256,1.1110,0.4949,9.8083,0.4233,0.5319,1.3263,1.6649
2023,7,18,lon,Corridor_4x4_lag643,1.3702,1.2033,-1.2033,8.4373,0.2105,0.2594,0.7546,1.0091
2023,7,18,lon,Debiased_Whittle,0.7830,0.6516,-0.4962,7.2366,0.1687,0.2134,0.5422,1.0645
2023,7,18,lon,Vecchia_mm20,1.9509,1.6571,-1.6292,9.8083,0.4233,0.5319,1.3263,1.6649
2023,7,19,lat,Corridor_4x4_lag643,3.4201,2.4711,2.2197,6.3442,0.1277,0.1619,1.1120,1.5756
2023,7,19,lat,Debiased_Whittle,4.1436,3.1166,3.1166,5.4882,0.1206,0.1294,0.7548,1.4070
2023,7,19,lat,Vecchia_mm20,2.3046,1.6229,1.1332,7.1075,0.2729,0.3483,2.0849,2.6044
2023,7,19,lon,Corridor_4x4_lag643,0.7883,0.6574,-0.6574,6.3442,0.1277,0.1619,1.1120,1.5756
2023,7,19,lon,Debiased_Whittle,0.4947,0.3947,0.1157,5.4882,0.1206,0.1294,0.7548,1.4070
2023,7,19,lon,Vecchia_mm20,1.7612,1.5564,-1.5564,7.1075,0.2729,0.3483,2.0849,2.6044
2023,7,20,lat,Corridor_4x4_lag643,3.3877,2.3823,1.9798,5.2249,0.1576,0.2234,1.7796,1.6449
2023,7,20,lat,Debiased_Whittle,4.4632,3.2666,3.2300,4.2359,0.0919,0.1272,0.8473,1.0365
2023,7,20,lat,Vecchia_mm20,2.0249,1.4218,0.5702,7.0314,0.4150,0.6526,4.6767,2.4214
2023,7,20,lon,Corridor_4x4_lag643,0.9398,0.7840,-0.7840,5.2249,0.1576,0.2234,1.7796,1.6449
2023,7,20,lon,Debiased_Whittle,0.7040,0.5384,0.3535,4.2359,0.0919,0.1272,0.8473,1.0365
2023,7,20,lon,Vecchia_mm20,1.8720,1.5980,-1.5980,7.0314,0.4150,0.6526,4.6767,2.4214
2023,7,21,lat,Corridor_4x4_lag643,4.6273,3.1006,2.6033,6.0520,0.2113,0.2263,1.9816,1.5923
2023,7,21,lat,Debiased_Whittle,6.9673,5.3110,5.3110,3.3971,0.0850,0.0866,1.0789,0.7883
2023,7,21,lat,Vecchia_mm20,3.1260,1.9723,1.4331,8.2145,0.6382,0.7483,6.7308,2.5023
2023,7,21,lon,Corridor_4x4_lag643,1.5216,1.3742,-1.3742,6.0520,0.2113,0.2263,1.9816,1.5923
2023,7,21,lon,Debiased_Whittle,1.4947,1.2550,1.2550,3.3971,0.0850,0.0866,1.0789,0.7883
2023,7,21,lon,Vecchia_mm20,2.4507,2.0932,-2.0932,8.2145,0.6382,0.7483,6.7308,2.5023
2023,7,22,lat,Corridor_4x4_lag643,4.0025,2.7840,2.5188,5.6487,0.1563,0.1528,1.5893,1.2835
2023,7,22,lat,Debiased_Whittle,5.5513,4.3310,4.3310,3.7636,0.1148,0.1001,1.4906,0.9890
2023,7,22,lat,Vecchia_mm20,3.1964,2.0739,1.9042,6.2772,0.3347,0.3513,3.4556,1.9619
2023,7,22,lon,Corridor_4x4_lag643,1.0864,1.0080,-1.0080,5.6487,0.1563,0.1528,1.5893,1.2835
2023,7,22,lon,Debiased_Whittle,0.9060,0.7669,0.7669,3.7636,0.1148,0.1001,1.4906,0.9890
2023,7,22,lon,Vecchia_mm20,1.7200,1.4952,-1.4847,6.2772,0.3347,0.3513,3.4556,1.9619
2023,7,23,lat,Corridor_4x4_lag643,5.9994,4.1239,3.8369,7.5116,0.1938,0.2095,1.1840,0.8949
2023,7,23,lat,Debiased_Whittle,7.1277,5.2980,5.2980,6.1772,0.2063,0.2052,1.1417,0.6027
2023,7,23,lat,Vecchia_mm20,5.0860,3.2757,3.1724,8.3519,0.3602,0.4184,2.0107,1.5623
2023,7,23,lon,Corridor_4x4_lag643,0.9135,0.7397,-0.6617,7.5116,0.1938,0.2095,1.1840,0.8949
2023,7,23,lon,Debiased_Whittle,1.0003,0.7807,0.7252,6.1772,0.2063,0.2052,1.1417,0.6027
2023,7,23,lon,Vecchia_mm20,1.2746,1.0900,-1.0765,8.3519,0.3602,0.4184,2.0107,1.5623
2023,7,24,lat,Corridor_4x4_lag643,2.8618,1.9869,1.4892,6.0809,0.1818,0.1833,1.6447,1.4074
2023,7,24,lat,Debiased_Whittle,4.8653,3.8504,3.8504,3.6366,0.1029,0.0959,1.1829,0.9171
2023,7,24,lat,Vecchia_mm20,1.6760,1.3971,-0.6721,9.2805,0.4593,0.4443,3.8353,2.1085
2023,7,24,lon,Corridor_4x4_lag643,1.2059,1.0719,-1.0719,6.0809,0.1818,0.1833,1.6447,1.4074
2023,7,24,lon,Debiased_Whittle,1.4559,1.2459,1.2459,3.6366,0.1029,0.0959,1.1829,0.9171
2023,7,24,lon,Vecchia_mm20,3.5558,3.1610,-3.1610,9.2805,0.4593,0.4443,3.8353,2.1085
2023,7,25,lat,Corridor_4x4_lag643,1.2600,1.0028,0.5970,5.7676,0.1715,0.1755,1.7393,1.5057
2023,7,25,lat,Debiased_Whittle,2.5091,2.0039,2.0039,4.5002,0.1094,0.0979,0.8773,0.9831
2023,7,25,lat,Vecchia_mm20,0.5797,0.4768,-0.2177,6.7260,0.3827,0.4569,3.9471,2.2326
2023,7,25,lon,Corridor_4x4_lag643,1.1607,1.0329,-1.0329,5.7676,0.1715,0.1755,1.7393,1.5057
2023,7,25,lon,Debiased_Whittle,0.6973,0.5671,0.2958,4.5002,0.1094,0.0979,0.8773,0.9831
2023,7,25,lon,Vecchia_mm20,1.7999,1.5550,-1.5381,6.7260,0.3827,0.4569,3.9471,2.2326
2023,7,26,lat,Corridor_4x4_lag643,2.4712,1.7917,1.3710,5.6371,0.1554,0.1920,1.9128,1.5919
2023,7,26,lat,Debiased_Whittle,4.3603,3.5576,3.5576,3.6204,0.0885,0.0945,1.2098,0.9638
2023,7,26,lat,Vecchia_mm20,1.8074,1.2079,0.9550,6.1951,0.3397,0.3920,4.1022,2.1429
2023,7,26,lon,Corridor_4x4_lag643,1.3599,1.2511,-1.2511,5.6371,0.1554,0.1920,1.9128,1.5919
2023,7,26,lon,Debiased_Whittle,0.9599,0.8045,0.8045,3.6204,0.0885,0.0945,1.2098,0.9638
2023,7,26,lon,Vecchia_mm20,1.8184,1.5783,-1.5759,6.1951,0.3397,0.3920,4.1022,2.1429
2023,7,27,lat,Corridor_4x4_lag643,2.0671,1.4970,0.8941,5.1284,0.1817,0.2287,2.2941,1.8159
2023,7,27,lat,Debiased_Whittle,3.8118,3.0565,3.0565,3.1348,0.1100,0.1113,1.3509,1.1887
2023,7,27,lat,Vecchia_mm20,1.5616,1.3101,-1.1316,8.4956,0.5485,0.7458,7.7740,2.4376
2023,7,27,lon,Corridor_4x4_lag643,1.4426,1.3106,-1.3106,5.1284,0.1817,0.2287,2.2941,1.8159
2023,7,27,lon,Debiased_Whittle,0.8493,0.6896,0.6896,3.1348,0.1100,0.1113,1.3509,1.1887
2023,7,27,lon,Vecchia_mm20,3.1356,2.6802,-2.6802,8.4956,0.5485,0.7458,7.7740,2.4376
2023,7,28,lat,Corridor_4x4_lag643,4.2405,2.9071,2.4701,5.1909,0.1919,0.2291,1.8630,1.3049
2023,7,28,lat,Debiased_Whittle,5.6277,4.2370,4.2370,3.4570,0.1832,0.1838,1.5317,0.9815
2023,7,28,lat,Vecchia_mm20,3.2696,2.0835,1.8168,6.4773,0.4850,0.6247,5.0087,1.7798
2023,7,28,lon,Corridor_4x4_lag643,1.4542,1.3250,-1.3250,5.1909,0.1919,0.2291,1.8630,1.3049
2023,7,28,lon,Debiased_Whittle,0.4646,0.3714,0.3214,3.4570,0.1832,0.1838,1.5317,0.9815
2023,7,28,lon,Vecchia_mm20,1.9501,1.6457,-1.6113,6.4773,0.4850,0.6247,5.0087,1.7798
